id,publication_PMID,publication_DOI,publication_URL,publications,summary_results,publication_type,days_to_publication_PCD,days_to_publication_CD,days_to_summary_PCD,days_to_summary_CD,days_reg_to_start,days_reg_to_CD,days_reg_to_PCD,days_reg_to_publ,is_CTgov,recruitmentStatus,is_multicentric,phase,main_sponsor,intervention_type,primary_completion_date,completion_date,publication_date,primary_completion_year,enrollment,masking,allocation,start_date,lead_or_facility,lead_cities,facility_cities,center_size
DRKS00003172,23015619,10.1093/bja/aes314,https://www.ncbi.nlm.nih.gov/pubmed/23015619,TRUE,FALSE,Registry linked,583,583,NA,NA,-446,-131,-131,452,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-02-20,2011-02-20,2012-09-25,2011,12,Open (masking not used),Randomized controlled trial,2010-04-11,lead,Göttingen,,small
DRKS00003174,24387685,10.1186/1471-2253-14-2,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/1471-2253-14-2,TRUE,FALSE,Registry linked,619,619,NA,NA,-350,37,37,656,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-04-25,2012-04-25,2014-01-04,2012,180,"NA",Randomized controlled trial,2011-04-04,lead,Göttingen,,small
DRKS00003210,NA,NA,http://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00003210,TRUE,FALSE,Registry linked,33,33,NA,NA,-614,-486,-486,-453,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-05-14,2010-05-14,2010-06-16,2010,112,Open (masking not used),Randomized controlled trial,2010-01-06,lead,Tübingen,,large
DRKS00003332,22873207,10.1186/1471-2474-13-141,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3488324/,TRUE,FALSE,Registry linked,586,586,NA,NA,-1444,-349,-349,237,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-12-31,2010-12-31,2012-08-08,2010,60,Single blind,Randomized controlled trial,2008-01-01,lead,Lübeck,,small
DRKS00003356,NA,10.1080/15289168.2015.1014991,http://www.tandfonline.com/doi/abs/10.1080/15289168.2015.1014991?journalCode=hicp20,TRUE,FALSE,Registry linked,514,514,NA,NA,-1662,711,711,1225,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-12-30,2013-12-30,2015-05-28,2013,120,"NA",Non-randomized controlled trial,2007-07-02,facility,,Frankfurt,No lead center
DRKS00003488,22629353,10.1371/journal.pone.0037072,https://www.ncbi.nlm.nih.gov/pubmed/22629353,TRUE,FALSE,Registry linked,623,623,NA,NA,-800,-501,-501,122,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-09-06,2010-09-06,2012-05-21,2010,66,Double or multiple blind,Randomized controlled trial,2009-11-11,lead,Giessen,,small
DRKS00003545,23006429,10.1097/PSY.0b013e31826ae4ae,https://www.ncbi.nlm.nih.gov/pubmed/23006429,TRUE,FALSE,Registry linked,-129,-129,NA,NA,-654,322,322,193,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-01-31,2013-01-31,2012-09-24,2013,128,"NA",Randomized controlled trial,2010-05-31,lead,Erlangen,,large
DRKS00003567,24338088,10.1007/s00408-013-9542-9,https://link.springer.com/article/10.1007/s00408-013-9542-9,TRUE,FALSE,Registry linked,1477,1477,NA,NA,-1852,-822,-822,655,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2009-11-27,2009-11-27,2013-12-13,2009,7,"NA",Single arm study,2007-02-01,lead,Freiburg,,large
DRKS00003577,22666311,10.1371/journal.pone.0031603,https://www.ncbi.nlm.nih.gov/pubmed/22666311,TRUE,FALSE,Registry linked,332,332,NA,NA,-2451,-240,-240,92,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-07-02,2011-07-02,2012-05-29,2011,10,Open (masking not used),Single arm study,2005-06-12,lead,Bochum,,small
DRKS00003582,25801110,10.1007/s00464-015-4163-4,https://www.ncbi.nlm.nih.gov/pubmed/25801110,TRUE,FALSE,Registry linked,463,463,NA,NA,36,652,652,1115,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-12-17,2013-12-17,2015-03-25,2013,10,"NA",Single arm study,2012-04-10,lead,Mannheim,,small
DRKS00003594,23749939,NA,https://www.ncbi.nlm.nih.gov/pubmed/?term=Laparoscopic+Supracervical+Hysterectomy+with+Concomitant+Bilateral+Salpingectomy+-+Why+not%3F,TRUE,FALSE,Registry linked,243,243,NA,NA,5,200,200,443,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-10-01,2012-10-01,2013-06-01,2012,50,"NA",Non-randomized controlled trial,2012-03-20,lead,Mannheim,,small
DRKS00003609,25988339,10.1002/mnfr.201500125,https://www.ncbi.nlm.nih.gov/pubmed/25988339,TRUE,FALSE,Registry linked,1007,1007,NA,NA,0,46,46,1053,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-09-01,2012-09-01,2015-06-05,2012,10,"NA",Single arm study,2012-07-17,lead,TU München,,large
DRKS00003635,24632984,NA,https://www.ncbi.nlm.nih.gov/pubmed/?term=Feasibility+and+Perioperative+Morbidity+of+Minilaparoscopic+Hysterectomy,TRUE,FALSE,Registry linked,288,288,NA,NA,11,408,408,696,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-05-17,2013-05-17,2014-03-01,2013,50,"NA",Non-randomized controlled trial,2012-04-15,lead,Mannheim,,small
DRKS00003728,23471680,10.1055/s-0032-1330443,https://www.thieme-connect.com/DOI/DOI?10.1055/s-0032-1330443,TRUE,FALSE,Registry linked,878,878,NA,NA,-704,-680,-680,198,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-10-11,2010-10-11,2013-03-07,2010,10,"NA",Single arm study,2010-09-17,lead,Freiburg,,large
DRKS00003788,20197669,NA,NA,TRUE,FALSE,Registry linked,183,183,NA,NA,-3991,-976,-976,-793,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2009-09-01,2009-09-01,2010-03-03,2009,120,"NA","NA",2001-05-31,facility,,Aachen Berlin Bonn Dresden Erlangen Frankfurt Freiburg Göttingen Halle Heidelberg Jena Kiel Leipzig Magdeburg Marburg Münster Rostock Homburg Tübingen Ulm Würzburg,No lead center
DRKS00003802,24682512,10.3324/haematol.2013.098103 ,http://www.haematologica.org/content/99/6/1041.long,TRUE,FALSE,Registry linked,1396,1396,NA,NA,-2472,-706,-706,690,no,"Recruiting complete, follow-up complete",yes,III,Industry,Not given,2010-06-01,2010-06-01,2014-03-28,2010,205,"NA",Randomized controlled trial,2005-07-31,facility,,Dresden Freiburg Hannover,No lead center
DRKS00003856,22994843,10.1186/1471-2431-12-152,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3512538/,TRUE,FALSE,Registry linked,689,689,NA,NA,-1372,-550,-550,139,no,"Recruiting complete, follow-up complete",no,Not given,Industry,Not given,2010-11-01,2010-11-01,2012-09-20,2010,70,Open (masking not used),Randomized controlled trial,2008-08-01,lead,Hannover,,large
DRKS00003894,24478323,10.1093/annonc/mdt568,https://academic.oup.com/annonc/article/25/2/493/193220/Exercise-program-improves-therapy-related-side,TRUE,FALSE,Registry linked,245,245,NA,NA,-1546,285,285,530,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-06-01,2013-06-01,2014-02-01,2013,240,"NA",Randomized controlled trial,2008-05-27,lead,Freiburg,,large
DRKS00003934,23759203,10.1017/S1461145713000540,https://www.ncbi.nlm.nih.gov/pubmed/23759203,TRUE,FALSE,Registry linked,519,519,NA,NA,-1579,-122,-122,397,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2012-01-10,2012-01-10,2013-06-12,2012,50,"NA",Randomized controlled trial,2008-01-14,lead,Würzburg,,small
DRKS00004097,20207638,10.1136/gut.2009.187989,https://www.ncbi.nlm.nih.gov/pubmed/20207638,TRUE,FALSE,Registry linked,-915,-915,NA,NA,-5001,23,23,-892,no,"Recruiting complete, follow-up complete",yes,IV,Industry,Not given,2012-09-01,2012-09-01,2010-03-01,2012,140,"NA",Single arm study,1998-11-30,lead,Erlangen,,large
DRKS00004163,25657075,NA,NA,TRUE,FALSE,Registry linked,838,838,NA,NA,-434,111,111,949,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2012-09-30,2012-09-30,2015-01-16,2012,200,"NA",Randomized controlled trial,2011-04-04,facility,,Bonn Leipzig,No lead center
DRKS00004309,26190359,10.1007/s00520-015-2843-1,https://link.springer.com/article/10.1007/s00520-015-2843-1,TRUE,FALSE,Registry linked,811,811,NA,NA,4,258,258,1069,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-05-01,2013-05-01,2015-07-21,2013,20,"NA",Randomized controlled trial,2012-08-20,lead,Freiburg,,large
DRKS00004454,22319598,10.1371/journal.pone.0030964,https://www.ncbi.nlm.nih.gov/pubmed/?term=Acute+Beneficial+Hemodynamic+Effects+of+a+Novel+3D-Echocardiographic+Optimization+Protocol+in+Cardiac+Resynchronization+Therapy,TRUE,FALSE,Registry linked,45,45,NA,NA,-1006,-294,-294,-249,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-12-20,2011-12-20,2012-02-03,2011,77,Double or multiple blind,Randomized controlled trial,2010-01-07,lead,TU München,,large
DRKS00004524,20073472,10.1021/ac902616k,https://www.ncbi.nlm.nih.gov/pubmed/20073472,TRUE,FALSE,Registry linked,-1033,-1033,NA,NA,-1274,-88,-88,-1121,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-12-14,2012-12-14,2010-02-15,2012,28,"NA",Non-randomized controlled trial,2009-09-15,lead,TU München,,large
DRKS00004558,23821122, 10.1007/s00345-013-1126-z,https://link.springer.com/article/10.1007%2Fs00345-013-1126-z,TRUE,FALSE,Registry linked,-121,-121,NA,NA,-29,296,296,175,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-11-01,2013-11-01,2013-07-03,2013,50,"NA",Single arm study,2012-12-11,lead,Freiburg,,large
DRKS00004595,26991494,10.1371/journal.pone.0151316,https://www.ncbi.nlm.nih.gov/pubmed/?term=Safety+and+Efficacy+of+Botulinum+Toxin+to+Preserve+Gland+Function+after+Radiotherapy+in+Patients+with+Head+and+Neck+Cancer%3A+A+Prospective%2C+Randomized%2C+Placebo-Controlled%2C+Double-Blinded+Phase+I+Clinical+Trial,TRUE,FALSE,Registry linked,1233,1233,NA,NA,-886,-43,-43,1190,no,"Recruiting complete, follow-up complete",no,I,Other,Not given,2012-11-01,2012-11-01,2016-03-18,2012,12,"NA",Randomized controlled trial,2010-07-12,lead,Marburg,,small
DRKS00004744,NA,NA,https://www.drks.de/drks_web/AttachmentDownstreamServlet?ID=9aa8d0bd-85ba-4b1e-b6f4-71bdc8e5bb61&LOCALE=de&FILENAME=CAPDOV_CSR-Synopse_V01_20151211_Final.pdf,TRUE,FALSE,Registry linked,750,750,NA,NA,161,245,245,995,no,Recruiting stopped after recruiting started,no,I,Other,Not given,2013-11-21,2013-11-21,2015-12-11,2013,42,"NA",Single arm study,2013-08-29,lead,Heidelberg Mannheim,,large
DRKS00005118,24416229,10.1371/journal.pone.0084402,https://www.ncbi.nlm.nih.gov/pubmed/24416229,TRUE,FALSE,Registry linked,377,377,NA,NA,-543,-182,-182,195,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-12-28,2012-12-28,2014-01-09,2012,30,Open (masking not used),Randomized controlled trial,2012-01-02,lead,Greifswald,,small
DRKS00005353,26316552,10.1177/0269215515600206,http://journals.sagepub.com/doi/10.1177/0269215515600206,TRUE,FALSE,Registry linked,1212,1212,NA,NA,-1834,-565,-565,647,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-05-02,2012-05-02,2015-08-27,2012,100,"NA",Randomized controlled trial,2008-11-10,lead,Leipzig,,large
DRKS00000101,24439238,NA,NA,TRUE,FALSE,Pubmed,456,456,NA,NA,-740,1311,1311,1767,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2012-10-18,2012-10-18,2014-01-17,2012,170,Open (masking not used),Randomized controlled trial,2007-03-08,lead,Aachen,,small
DRKS00000214,25579833,10.1016/S0140-6736(14)61213-7,https://www.ncbi.nlm.nih.gov/pubmed/25579833,TRUE,FALSE,Pubmed,1074,1074,NA,NA,19,826,826,1900,no,"Recruiting complete, follow-up complete",yes,Not given,Industry,Not given,2012-01-31,2012-01-31,2015-01-09,2012,11000,Single blind,Randomized controlled trial,2009-11-15,lead,Heidelberg,,large
DRKS00000371,26728364,10.1186/s13054-015-1159-3,https://www.ncbi.nlm.nih.gov/pubmed/26728364,TRUE,FALSE,Pubmed,991,991,NA,NA,131,1106,1106,2097,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2013-04-18,2013-04-18,2016-01-04,2013,70,Open (masking not used),Randomized controlled trial,2010-08-17,lead,Jena,,small
DRKS00000390,24718270,10.1016/S0140-6736(14)60238-5,https://www.ncbi.nlm.nih.gov/pubmed/24718270,TRUE,FALSE,Pubmed,505,505,NA,NA,-20,936,936,1441,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2012-11-18,2012-11-18,2014-04-07,2012,1200,"NA",Randomized controlled trial,2010-04-07,lead,Heidelberg,,large
DRKS00000467,26782102,10.1007/s11325-015-1300-1,https://www.ncbi.nlm.nih.gov/pubmed/?term=DRKS00000467,TRUE,FALSE,Pubmed,1515,1515,NA,NA,19,514,514,2029,no,"Recruiting complete, follow-up complete",no,II,Other,Not given,2011-11-26,2011-11-26,2016-01-19,2011,20,Double or multiple blind,Randomized controlled trial,2010-07-19,lead,Bochum,,small
DRKS00000492,28403837,NA,NA,TRUE,FALSE,Pubmed,2509,2509,NA,NA,-1057,-52,-52,2457,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-05-31,2010-05-31,2017-04-13,2010,40,Single blind,Randomized controlled trial,2007-08-30,lead,Freiburg,,large
DRKS00000494,NA,10.1155/2014/476230,https://www.hindawi.com/journals/jobe/2014/476230/,TRUE,FALSE,Pubmed,1006,1006,NA,NA,26,462,462,1468,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-11-30,2011-11-30,2014-09-01,2011,3000,Open (masking not used),Randomized controlled trial,2010-09-20,lead,Ulm,,large
DRKS00000520,21565967,NA,NA,TRUE,FALSE,Pubmed,280,280,NA,NA,-968,-61,-61,219,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-08-05,2010-08-05,2011-05-12,2010,13,Open (masking not used),Randomized controlled trial,2008-02-10,lead,Freiburg,,large
DRKS00000534,26203971,NA,NA,TRUE,FALSE,Pubmed,1681,1681,NA,NA,36,239,239,1920,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-05-26,2011-05-26,2016-01-01,2011,144,Double or multiple blind,Randomized controlled trial,2010-11-04,lead,Aachen,,small
DRKS00000751,21605450,10.1186/1471-2253-11-10,https://www.ncbi.nlm.nih.gov/pubmed/21605450,TRUE,FALSE,Pubmed,264,264,NA,NA,-821,-217,-217,47,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-09-01,2010-09-01,2011-05-23,2010,60,Open (masking not used),Randomized controlled trial,2009-01-05,lead,Marburg,,small
DRKS00000752,25669214,10.3233/THC-150898,https://www.ncbi.nlm.nih.gov/pubmed/25669214,TRUE,FALSE,Pubmed,1553,1553,NA,NA,-818,-180,-180,1373,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-10-01,2010-10-01,2015-01-01,2010,80,Single blind,Randomized controlled trial,2009-01-01,lead,Marburg,,small
DRKS00000760,22871204,10.1186/1471-2253-12-18,https://www.ncbi.nlm.nih.gov/pubmed/?term=DRKS00000760,TRUE,FALSE,Pubmed,907,907,NA,NA,-913,-425,-425,482,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-02-12,2010-02-12,2012-08-07,2010,120,Open (masking not used),Randomized controlled trial,2008-10-12,lead,Göttingen,,small
DRKS00000792,26821717,NA,NA,TRUE,FALSE,Pubmed,2033,2033,NA,NA,-629,-275,-275,1758,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2010-07-05,2010-07-05,2016-01-28,2010,320,Double or multiple blind,Randomized controlled trial,2009-07-16,lead,Hannover,,large
DRKS00003308,24916858,10.1186/1129-2377-15-36,https://www.ncbi.nlm.nih.gov/pubmed/24916858,TRUE,FALSE,Pubmed,683,683,NA,NA,3,263,263,946,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-07-27,2012-07-27,2014-06-10,2012,1286,"NA",Randomized controlled trial,2011-11-10,lead,LMU München,,large
DRKS00003980,27465608,NA,NA,TRUE,FALSE,Pubmed,1023,1023,NA,NA,13,455,455,1478,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-10-08,2013-10-08,2016-07-27,2013,60,"NA",Randomized controlled trial,2012-07-23,lead,Freiburg,,large
DRKS00004061,20797845,10.1016/j.ejca.2010.07.033,https://www.ncbi.nlm.nih.gov/pubmed/20797845?dopt=Abstract,TRUE,FALSE,Pubmed,296,296,NA,NA,-2745,-1313,-1313,-1017,no,"Recruiting complete, follow-up complete",yes,I-II,Industry,Not given,2009-11-01,2009-11-01,2010-08-24,2009,33,"NA",Single arm study,2005-11-30,facility,,Berlin,No lead center
DRKS00004327,25670917,10.1186/1471-2253-15-3,https://www.ncbi.nlm.nih.gov/pubmed/?term=DRKS00004327,TRUE,FALSE,Pubmed,646,646,NA,NA,-83,224,224,870,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-04-12,2013-04-12,2015-01-18,2013,60,"NA",Randomized controlled trial,2012-06-09,lead,Göttingen,,small
DRKS00004685,23963306,10.2196/jmir.2497,https://www.ncbi.nlm.nih.gov/pubmed/23963306,TRUE,FALSE,Pubmed,543,543,NA,NA,-344,-343,-343,200,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-02-24,2012-02-24,2013-08-20,2012,10,Single blind,Randomized controlled trial,2012-02-23,lead,Hannover,,large
DRKS00004846,23895539,10.1186/1745-6215-14-238,https://www.ncbi.nlm.nih.gov/pubmed/23895539,TRUE,FALSE,Pubmed,272,272,NA,NA,-1534,-147,-147,125,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-10-30,2012-10-30,2013-07-29,2012,42,Single blind,Randomized controlled trial,2009-01-12,lead,Hannover,,large
DRKS00005050,27150185,10.1136/bmjopen-2015-010843,https://www.ncbi.nlm.nih.gov/pubmed/27150185,TRUE,FALSE,Pubmed,1905,1905,NA,NA,-1388,-889,-889,1016,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2011-02-16,2011-02-16,2016-05-05,2011,1800,Open (masking not used),Randomized controlled trial,2009-10-05,lead,Mainz,,large
DRKS00005132,25110463,10.1186/1471-2253-14-66,https://www.ncbi.nlm.nih.gov/pubmed/25110463,TRUE,FALSE,Pubmed,1232,1232,NA,NA,-1566,-837,-837,395,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-03-24,2011-03-24,2014-08-07,2011,14,Open (masking not used),Randomized controlled trial,2009-03-25,lead,Tübingen,,large
DRKS00005181,24716651,NA,NA,TRUE,FALSE,Pubmed,231,231,NA,NA,-752,-1,-1,230,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-08-21,2013-08-21,2014-04-09,2013,20,"NA",Randomized controlled trial,2011-08-01,lead,Aachen,,small
DRKS00005295,25002832,10.1186/1471-2253-14-50,https://www.ncbi.nlm.nih.gov/pubmed/?term=DRKS00005295,TRUE,FALSE,Pubmed,413,413,NA,NA,-803,-213,-213,200,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-05-13,2013-05-13,2014-06-30,2013,83,"NA",Randomized controlled trial,2011-10-01,lead,Göttingen,,small
DRKS00000003,NA,NA,https://www.clinicaltrialsregister.eu/ctr-search/trial/2007-005376-13/results,TRUE,FALSE,Hand search,210,210,NA,NA,-67,633,633,843,no,"Recruiting complete, follow-up complete",yes,III,Industry,Not given,2010-05-03,2010-05-03,2010-11-29,2010,1200,Open (masking not used),Randomized controlled trial,2008-06-02,lead,Freiburg,,large
DRKS00000043,NA,NA,https://www.karger.com/Article/PDF/333305,TRUE,FALSE,Hand search,-93,-93,NA,NA,-77,967,967,874,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2011-07-01,2011-07-01,2011-03-30,2011,73,"NA",Randomized controlled trial,2008-08-21,lead,Freiburg,,large
DRKS00000068,26808580,10.1159/000441731,https://www.ncbi.nlm.nih.gov/pubmed/26808580,TRUE,FALSE,Hand search,1309,1309,NA,NA,-321,1043,1043,2352,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-06-26,2012-06-26,2016-01-26,2012,100,"NA",Randomized controlled trial,2008-10-01,lead,Giessen,,small
DRKS00000148,25153911,10.1055/s-0034-1383653,https://www.ncbi.nlm.nih.gov/pubmed/25153911,TRUE,FALSE,Hand search,1106,1106,NA,NA,1,700,700,1806,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2011-08-15,2011-08-15,2014-08-25,2011,200,Double or multiple blind,Randomized controlled trial,2009-09-15,lead,Witten-Herdecke,,small
DRKS00000165,21815824,10.1089/end.2011.0042,https://www.ncbi.nlm.nih.gov/pubmed/21815824,TRUE,FALSE,Hand search,216,216,NA,NA,-734,-217,-217,-1,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-12-31,2010-12-31,2011-08-04,2010,30,"NA",Single arm study,2009-08-01,lead,Regensburg,,small
DRKS00000177,NA,NA,http://geb.uni-giessen.de/geb/volltexte/2011/8475/pdf/WaldAnke_2011_11_24.pdf,TRUE,FALSE,Hand search,626,626,NA,NA,-2,192,192,818,no,"Recruiting complete, follow-up complete",no,Not given,Industry,Not given,2010-03-08,2010-03-08,2011-11-24,2010,25,Open (masking not used),Non-randomized controlled trial,2009-08-26,lead,Giessen,,small
DRKS00000296,21105988,10.1111/j.1464-410X.2010.09859.x,https://www.ncbi.nlm.nih.gov/pubmed/21105988,TRUE,FALSE,Hand search,-402,-402,NA,NA,7,725,725,323,no,Recruiting stopped after recruiting started,no,Not given,Other,Not given,2011-12-31,2011-12-31,2010-11-24,2011,100,"NA",Non-randomized controlled trial,2010-01-12,lead,Heidelberg,,large
