nct_id;cities_lead;brief_title;official_title;study_first_submitted_date;start_date;start_date_type;completion_date;completion_date_type;PI_name;PI_affiliation;interventions;overall_status;phase;enrollment;enrollment_type;were_results_reported
NCT01349296;Köln;BIBF 1120 and RAD001 in Solid Tumors - Phase I;BARIS - BIBF1120 and RAD001 in Solid Tumors. A Phase I Trial to Evaluate the Safety and Tolerability of Combined BIBF 1120 and RAD001 in Solid Tumors and to Determine the Maximum Tolerated Dose (MTD) of the Combination;2011-05-05;2012-07-31;;2016-05-31;Actual;Juergen Wolf, Prof.;University Hospital of Cologne;Everolimus + BIBF 1120;Completed;Phase 1;18;Actual;FALSE
NCT01348269;Würzburg;Assessment of Efficacy of Zoledronic Acid in the Treatment of Bone Marrow Edema Syndrome;A Prospective, Bi-centric,Randomized, Primary Double-blind, Placebo-controlled Phase III Study to Assess the Efficacy of Zoledronic Acid in the Treatment of Bone Marrow Edema Syndrome;2011-05-02;2011-05-31;Actual;2015-08-26;Actual;Rainer Meffert, Prof. Dr.;Department of trauma, hand, reconstructive and plastic, University of Wuerzburg;Aclasta | Placebo;Completed;Phase 3;63;Actual;FALSE
NCT01347567;Charite;Heart Failure (HF) Outpatient Monitoring Evaluation (HOME) Study;HF Outpatient Monitoring Evaluation (HOME) Study;2011-05-03;2011-04-30;;2014-01-31;Actual;Franz Kleber, Professor;Klinikum Ernst von Bergmann, Akademisches Lehrankenhaus der Charite Universitätsmedizin Berlin, Germany;Interventions with heart failure medications;Completed;N/A;145;Actual;FALSE
NCT01344707;Köln;Oral Histone Deacetylase Inhibitor 4SC-202 in Patients With Advanced Hematologic Malignancies (TOPAS);Open Label, Dose Escalation Study of 4SC-202 in Patients With Advanced Hematologic Malignancies: First-In-Man Study of a Newly Developed, Oral Histone Deacetylase Inhibitor;2011-04-12;2011-03-31;;2015-03-31;Actual;Andreas Engert, Prof. MD;Universitätsklinikum Köln;4SC-202;Completed;Phase 1;36;Anticipated;FALSE
NCT01341106;Aachen;Induction of Fibrosis Regression on Patients With Chronic Hepatitis B Infection;Induction of Fibrosis Regression on Patients With Chronic Hepatitis B Infection;2011-04-20;2011-04-30;;2015-04-30;Actual;Christian Trautwein, Professor MD;Department of Internal Medicine III, University Hospital Aachen;Treatment with entecavir(Baraclude®);Terminated;Phase 4;7;Actual;FALSE
NCT01340690;Mainz;Efficacy Study of Polyunsaturated Fatty Acids in Children and Adolescents With Attention Deficit/ Hyperactivity Disorder;PAD-study: Nutritional Efficacy of Polyunsaturated Fatty Acids (Omega-3 and Omega-6) in Combination With Zinc and Magnesium Versus Placebo in Children and Adolescents With Attention Deficit/ Hyperactivity Disorder (ADHD);2011-04-07;2011-03-08;Actual;2017-03-01;Actual;Michael Huss, Prof. Dr.;University Medicine, Mainz, Dep. of Child and Adolescent Psychiatry;ω-3 fatty acids suspension | placebo suspension;Terminated;Phase 3;284;Actual;FALSE
NCT01338922;Schleswig-Holstein;Psychosocial Issues in Insulin Pump Therapy in Children With Type 1 Diabetes Mellitus (DM);Psychosocial Issues in Insulin Pump Therapy in Children With Type 1 DM - a Randomised Controlled Trial;2011-04-07;2011-04-30;;2016-08-31;Actual;Verena Wagner, MD;University of Schleswig-Holstein;Continuous subcutaneous insulin infusion therapy | Multiple daily injection therapy;Completed;N/A;211;Actual;FALSE
NCT01337011;Hamburg;Intra-coronary Versus Intramyocardial Application of Enriched CD133pos Autologous Bone Marrow Derived Stem Cells;Pilot Study Comparing the Effect of Intra-coronary Versus Intramyocardial Application of Enriched CD133pos Autologous Bone Marrow Derived Stem Cells for Improving Left Ventricular Function in Chronic Ischemic Cardiomyopathy;2011-04-14;2011-07-31;Actual;2017-07-17;Actual;Martin Bergmann, PD Dr.;Asklepios Kliniken Hamburg GmbH;autologous CD133pos stem cell application;Terminated;Phase 1;10;Actual;FALSE
NCT01336530;Hannover;Tepilta® Versus Oxetacaine, Antacids and Placebo;Clinical Trial to Assess the Efficacy of Fixed Combination Product Tepilta® in the Treatment of Radiation-induced Oesophagitis Compared to Its Active Ingredients Oxetacaine and Antacids, and to Placebo;2011-04-01;2011-04-30;Actual;2017-01-31;Actual;Frank Bruns, Dr. med.;Hannover Medical School;oxetacaine, aluminium and magnesium hydroxide | oxetacaine | magnesium and aluminium hydroxide | Vehicle;Terminated;Phase 3;40;Actual;FALSE
NCT01331473;Homburg;PROximal Protection VErsus NON-Protection in Carotid Artery Stenting;PROximal Protection VErsus NON-Protection in Carotid Artery Stenting (PROVENON Study) A Randomized Prospective MRI-based Trial.;2011-03-30;2011-05-31;;2014-06-30;Anticipated;Wolfgang Reith, MD;Saarland University Hospital;Carotid Artery Stenting with Proximal Protection | Carotid Artery Stenting without Protection;Unknown status;Phase 3;220;Anticipated;FALSE
NCT01330485;Erlangen;Deficits in Emotion Regulation Skills as a Maintaining Factor in Major Depressive Disorder;Deficits in Emotion Regulation Skills as a Maintaining Factor in Major Depressive Disorder;2011-04-04;2010-11-30;;2014-09-30;Actual;Matthias Berking, Prof. Dr.;Friedrich-Alexander-University Erlangen-Nuremberg;Affect Regulation Training | Common Factor Control Condition;Completed;N/A;218;Actual;FALSE
NCT01326767;Tübingen;Central European Society for Anticancer Research (CESAR) Study of Paclitaxel Therapeutic Drug Monitoring;An Open-Label, Randomized, Parallel Group Study of Patients Treated With Paclitaxel With Standard Dosing Versus Pharmacokinetic Guided Dose Adjustment in Patients With Advanced Non Small Cell Lung Cancer (NSCLC);2011-03-29;2011-03-31;;2014-12-31;Actual;Frank Mayer, MD;Eberhard-Karls-Universität Tübingen;Paclitaxel dosing according to SmPC | Individualized pharmacokinetically driven paclitaxel dosing;Completed;Phase 3;366;Actual;FALSE
NCT01320254;Hannover;PiCCA Study (Panitumumab in Combination With Cisplatin/Gemcitabine);Panitumumab in Combination With Cisplatin/Gemcitabine Chemotherapy in Patients With Cholangiocarcinomas - a Randomized Clinical Phase II Study;2011-03-21;2011-06-30;;2016-09-12;Actual;Arndt Vogel, PD Dr. MD;Hannover Medical School;Cisplatin, Gemcitabine, Panitumumab | Cisplatin, Gemcitabine;Completed;Phase 2;93;Actual;FALSE
NCT01317134;Hamburg;Endothelial Function in Patients With Pulmonary Arterial Hypertension;Serological and Non-invasive Evaluation of Endothelial Function in Patients With Pulmonary Arterial Hypertension;2011-03-15;2010-07-31;;2016-07-31;Anticipated;Hans FE Klose, MD;Department of Respiratory Medicine, University Medical Center Hamburg-Eppendorf;EndoPAT measurement | Blood Test;Unknown status;N/A;90;Actual;FALSE
NCT01312623;Schleswig-Holstein;Organ Protection by Remote Ischemic Preconditioning for Surgical Treatment of Pediatric Congenital Heart Disease;Organ Protection by Remote Ischemic Preconditioning for Surgical Treatment of Pediatric Congenital Heart Disease;2011-03-08;2010-03-31;;2014-05-31;Actual;Axel Fudickar, Dr.;University Hospital Schleswig-Holstein, Campus Kiel;Remote ischemic preconditioning;Terminated;N/A;31;Actual;FALSE
NCT01303952;Duisburg;Therapy of Chronic Cold Agglutinin Disease With Eculizumab;Therapy for Chronic Cold Agglutinin Disease: A Prospective, Non-Randomized Multi-Center Study Demonstrating the Efficacy of Terminal Complement Inhibition in Patients With Cold Agglutinin Disease Using Eculizumab;2011-02-24;2011-01-31;Actual;2015-06-30;Actual;Alexander Roeth, MD;Department of Hematology, University Hospital Essen;Eculizumab;Completed;Phase 2;13;Actual;FALSE
NCT01303250;Münster;Perioperative Colloid vs Crystalloid in Patients Undergoing Colorectal Surgery;Balanced 6 % HES 130/0.4 vs. Balanced Crystalloid-based Infusion in Patients Undergoing Colorectal Surgery;2011-02-22;2011-04-30;;2015-04-30;Actual;Hugo Van Aken, Prof. MD;Department of Anesthesia and Intensive Care, University Hospital Muenster;balanced 6% hydroxyethylstarch 130/0.4 | balanced crystalloid;Terminated;Phase 4;31;Actual;FALSE
NCT01301430;Heidelberg;Parvovirus H-1 (ParvOryx) in Patients With Progressive Primary or Recurrent Glioblastoma Multiforme.;Phase I/IIa Study of Intratumoral/Intracerebral or Intravenous/Intracerebral Administration of Parvovirus H-1 (ParvOryx) in Patients With Progressive Primary or Recurrent Glioblastoma Multiforme.;2011-02-21;2011-09-30;;2015-05-31;Actual;Andreas Unterberg, Prof. Dr.;Department of Neurosurgery, University Hospital Heidelberg;H-1PV;Completed;Phase 1/Phase 2;18;Actual;FALSE
NCT01291693;Greifswald;Testing Delivery Channels of Brief Motivational Alcohol Intervention;Testing Delivery Channels of Brief Motivational Alcohol Intervention Among General Hospital Inpatients With Risky Drinking: Personal Counseling Versus Computer-generated Feedback Letters;2011-02-04;2011-02-28;;2014-11-30;Actual;Jennis Freyer-Adam, PhD;Institute of Social Medicine and Prevention, University Medicine Greifswald;Personal Counseling | Computer-generated feedback letters;Completed;Phase 2/Phase 3;975;Actual;FALSE
NCT01289938;Tübingen;Pharmacogenetic Factors and Side Effects of Metoclopramide and Diphenhydramine;Pharmacogenetic Factors and Side Effects of Metoclopramide and Diphenhydramine;2011-02-02;2009-07-31;;2015-06-30;Actual;;;Diphenhydramine | Metoclopramide;Terminated;Phase 1;49;Actual;FALSE
NCT01283776;Köln;Cyclophosphamide as Sole Graft-Versus-Host-Prophylaxis After Allogeneic Stem Cell Transplantation;A Phase II Study to Investigate the Efficacy of Cyclophosphamide as Sole Graft-Versus-Host-Prophylaxis After Allogeneic Stem Cell Transplantation;2011-01-25;2011-03-31;;2014-06-30;Actual;Christoph Scheid, MD PhD;University of Cologne;Cyclophosphamide;Completed;Phase 2;11;Actual;FALSE
NCT01282918;Rostock;NORDIC ICD (Cardioverter Defibrillator Implantation) Trial;NO Regular Defibrillation Testing In Cardioverter Defibrillator Implantation (NORDIC ICD) Trial;2011-01-18;2011-02-28;;2015-05-31;Actual;Dietmar Bänsch, Prof. Dr. med.;Rostock University Hospital;ICD implantation w/o DF test | ICD implantation with DF test;Completed;N/A;1077;Actual;FALSE
NCT01279577;Frankfurt;Trichuris Suis Ova (TSO) Suspension Versus Placebo in Active Crohn's Disease;Double-blind, Randomised, Placebo-controlled, Multi-centre Phase II Study to Evaluate the Efficacy and Safety of Three Different Dosages of Oral Trichuris Suis Ova (TSO) Suspension in Active Crohn's Disease;2011-01-18;2010-11-30;;2014-02-28;Actual;Jürgen Schölmerich, Prof.;Klinikum der Johann Wolfgang Goethe-Universität;Placebo | Low dose TSO | Medium dose TSO | High dose TSO;Completed;Phase 2;254;Actual;FALSE
NCT01279174;Köln;Galileo-Hip Whole Body Vibration /Conventional Physiotherapy /Coxarthrosis;Whole Body Vibration Compared to Conventional Physiotherapy in Patients With Coxarthrosis: a Randomized, Controlled Study;2011-01-18;2012-06-30;;2015-10-31;Actual;Peter Knöll;University Hospital of Cologne;Conventional physiotherapy;Completed;Phase 4;40;Actual;FALSE
NCT01278537;Charite;Patient Empowerment and Risk-assessed Treatment to Improve Outcome in the Elderly After Onco-surgery;Patient Empowerment and Risk-assessed Treatment to Improve Outcome in the Elderly After Gastrointestinal, Thoracical or Urogenital Cancer Surgery.;2011-01-18;2011-02-28;;2014-02-28;Actual;Claudia Spies, MD Prof.;Department of Anesthesiology and Intensive Care Medicine, Campus Virchow-Klinikum and Campus Charité Mitte, Charité - Universitaetsmedizin Berlin;Information;Completed;N/A;690;Actual;FALSE
NCT01277406;Heidelberg;4SC-201 (Resminostat) in Advanced Colorectal Carcinoma;A Phase I/II Study to Evaluate Safety, Tolerability, Pharmacokinetics and Efficacy of Resminostat (4SC-201) in Combination With a Second-line Treatment in Patients With K-ras Mutated Advanced Colorectal Carcinoma;2011-01-10;2011-01-31;;2015-02-28;Actual;Dirk Jäger, Prof. Dr.;"Medical Oncology National Centre for Tumor Diseases (NCT); University of Heidelberg";4SC-201(Resminostat) | FOLFIRI;Completed;Phase 1/Phase 2;17;Actual;FALSE
NCT01276002;Schleswig-Holstein;Evaluation of Pancreatic Duct Stenting in Patients With Pancreatic Pseudocysts.;Randomized Multicenter Study on Pancreatic Duct Stenting in Disrupted or Obstructed Ducts in Context With Endoscopic Treatment of Pancreatic Pseudocysts.;2011-01-12;2011-01-31;;2016-12-31;Anticipated;Mark Ellrichmann, MD;Interdisciplinary Endoscopy, University hospital Schleswig-Holstein, Campus Kiel, Germany;pancreatic duct stenting;Unknown status;N/A;120;Anticipated;FALSE
NCT01272557;Halle;Sorafenib Plus Doxorubicin Versus Sorafenib Alone for the Treatment of Advanced Hepatocellular Carcinoma: a Randomized Phase II Trial;Sorafenib Plus Doxorubicin Versus Sorafenib Alone for the Treatment of Advanced Hepatocellular Carcinoma: a Randomized Phase II Trial;2011-01-06;2010-12-31;;2014-12-31;Anticipated;;;Doxorubicin | Sorafenib;Unknown status;Phase 2;170;Anticipated;FALSE
NCT01269151;Schleswig-Holstein;Ranibizumab Short- and Log-term Effects on Retinal Function in wAMD;A Prospective, Non-randomized, Mono-center, Cohort Study to Evaluate the Short- and Long-term Effects of 0.5mg Intraocular Ranibizumab (Lucentis) Injections on Retinal Function in Patients With Wet Age-related Macular Degeneration During Twelve Month;2011-01-03;2010-10-31;;2014-04-30;Actual;Salvatore Grisanti, M.D. Prof.;University of Luebeck - Department of Ophthalmology: Germany;Lucentis (Ranibizumab);Completed;N/A;20;Actual;FALSE
NCT01267838;Freiburg;Culotte Technique Versus TAP Stunting for the Treatment of de Novo Coronary Bifurcation Lesion With Drug-eluting Stents;Randomised Comparison of T-stenting Versus Culotte Technique for the Treatment of de Novo Coronary Bifurcation Lesion With Drug-eluting Stents.;2010-12-28;2010-02-28;;2016-04-30;Actual;;;PCI;Completed;Phase 4;300;Actual;FALSE
NCT01266837;Munich;Open Label, Single Arm Trial to Characterize Patients With Metastatic RCC Treated With Everolimus After Failure of the First VEGF-targeted Therapy (MARC-2);An Open Label, Single Arm Trial to Characterize Patients With Metastatic Renal Cell Carcinoma Treated With Everolimus After Failure of the First VEGF-targeted Therapy;2010-12-23;2011-03-31;;2017-10-31;Actual;Michael Staehler, Dr. med;Ludwig-Maximilians-University Munich, Hospital Grosshadern;Everolimus;Completed;Phase 4;64;Actual;FALSE
NCT01266655;Charite;Baclofen for the Treatment of Alcohol Dependence;Baclofen for the Treatment of Alcohol Dependence - BACLAD;2010-12-23;2011-02-28;;2014-05-31;Actual;Andreas Heinz, Prof., M.D.;Department of Psychiatry, Charité Campus Mitte, Charité - Universitätsmedizin Berlin, Germany;Baclofen | Placebo;Completed;Phase 2/Phase 3;56;Actual;FALSE
NCT01266187;Aachen;Treatment Regimens for Patients With Resectable Liver Metastases (PANTER Study);Perioperative Chemotherapy With FOLFOX Plus Cetuximab Versus Adjuvant FOLFOX Plus Cetuximab for Patients With Resectable Liver Metastases of Colorectal Carcinoma;2010-12-20;2011-07-31;;2015-09-30;Actual;Ulf P Neumann, Prof.;RWTH Aachen University Hospital;adjuvant surgery + FOLFOX + cetuximab | perioperative/Folfox + cetuximab;Terminated;N/A;16;Actual;FALSE
NCT01264549;Charite;Stroke Adverse Outcome is Associated With Nosocomial Infections: PCTus- Guided Antibacterial Therapy in Severe Ischemic Stroke Patients (STRAWINSKI);Stroke Adverse Outcome is Associated With Nosocomial Infections: PCTus- Guided Antibacterial Therapy in Severe Ischemic Stroke Patients;2010-12-21;2010-12-31;;2014-10-31;Actual;Andreas Meisel, MD;Charité University Berlin (Center for Stroke Research Berlin CSB & NeuroCure Clinical Research Center NCRC);Procalcitonin assay - B.R.A.H.M.S PCT ultrasensitive Kryptor;Completed;N/A;230;Actual;FALSE
NCT01263977;Charite;Thermodilution - Controlled Management of Volume Therapy in Septic Shock;A Randomized Mono-center Study Looking at the Effect of Thermodilution Controlled Therapy for Volume Optimization on the Duration of Septic Shock in Patients With Septic Shock;2010-12-20;2010-12-31;;2014-05-31;Actual;Claudia D Spies, MD, Prof.;Dept. of Anesthesiology and Intensive Care Medicine, CCM and CVK, Charité - Universitaetsmedizin Berlin;Picco- thermodilution catheter;Completed;N/A;60;Actual;FALSE
NCT01262729;Aachen;Xenon and Therapeutical Hypothermia After Successful Cardiopulmonary Resuscitation;Xenon and Therapeutical Hypothermia After Successful Cardiopulmonary Resuscitation;2010-12-16;2011-09-30;;2014-12-31;Actual;Michael Fries, PD Dr. med.;Surgical Intensive Care - Adults, University Hospital Aachen;therapeutical hypothermia | Xenon Inhalation;Terminated;Phase 2;5;Actual;FALSE
NCT01259830;Charite;Effectiveness of Etoricoxib as an Additive Analgesic to Epidural Analgesia in Colon or Rectal Fast-track Surgery;A Double-blind, Randomized, Placebo Controlled Study to Evaluate the Effectiveness of Etoricoxib as an Additive Analgesic to Epidural Analgesia in Colon or Rectal Fast-track Surgery;2010-12-13;2011-03-31;;2014-04-30;Actual;Claudia Spies, MD, Prof.;Dept. of Anesthesiology and Intensive Care, Charité, Universitätsmedizin Berlin;Arcoxia®120 mg | P Tablet White Lichtenstein;Terminated;Phase 4;81;Actual;FALSE
NCT01258257;Charite;EARLYdrain - Outcome After Early Lumbar CSF-drainage in Aneurysmal SAH;EARLYdrain - Prospective Outcome Study of Early Lumbar Drainage in Aneurysmal Subarachnoid Hemorrhage;2010-12-09;2011-01-31;;2016-09-30;Actual;Stefan Wolf, Dr.;Charite University medicine / department of neurosurgery;Insertion of a lumbar drain;Completed;Phase 3;300;Actual;FALSE
NCT01258153;Munich;Preliminary Efficacy and Safety Study of Oral Nepadutant in Infant Colic;Double-blind, Randomised, Placebo-controlled, Parallel Group Study to Evaluate the Efficacy and Safety of Oral Administration of Nepadutant in Infant Colic;2010-12-09;2010-11-30;;2014-03-31;Actual;Sibylle Koletzko, MD;Dr. v. Haunersches Kinderspital Ludwig Maximilians University D- 80337 München, Germany;Placebo matching Nepadutant oral solution | Nepadutant oral solution | Nepadutant oral solution;Completed;Phase 2;115;Actual;TRUE
